gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_biotype,gene_name,Essentiality,Functional
Rv0024,247.520946,0.352310094,0.122062657,2.886305292,0.003897938,0.006387003,protein_coding,NA,NE,"virulence, detoxification, adaptation"
Rv0025,153.7414923,-0.142681828,0.21279156,-0.670523908,0.502523871,0.555845,protein_coding,NA,NE,conserved hypotheticals
Rv0026,337.6717714,-0.706307014,0.124841717,-5.65762016,1.53486E-08,4.57147E-08,protein_coding,NA,NE,conserved hypotheticals
Rv0027,188.9186321,1.652466563,0.19317552,8.554223465,1.18665E-17,7.33048E-17,protein_coding,NA,NE,conserved hypotheticals
Rv0028,129.3312992,1.295259551,0.175747308,7.37001076,1.70614E-13,7.63947E-13,protein_coding,NA,NE,conserved hypotheticals
Rv0029,529.2004357,0.267545011,0.122355978,2.18661168,0.028770884,0.041577563,protein_coding,NA,NE,conserved hypotheticals
Rv0030,123.460078,-1.376264429,0.225422155,-6.105275809,1.02623E-09,3.38945E-09,protein_coding,NA,NE,conserved hypotheticals
Rv0032,323.4215374,-1.76672634,0.216202934,-8.171611324,3.04298E-16,1.67783E-15,protein_coding,bioF2,NE,intermediary metabolism and respiration
Rv0033,28.98728936,-0.612881133,0.34223345,-1.790827675,0.073320953,0.098260386,protein_coding,acpA,NE,lipid metabolism
Rv0034,49.00367836,-0.898634742,0.231310688,-3.884968527,0.000102343,0.000203618,protein_coding,NA,NE,conserved hypotheticals
Rv0035,229.4871737,-1.012566953,0.179270589,-5.648260316,1.6208E-08,4.81309E-08,protein_coding,fadD34,NE,lipid metabolism
Rv0036c,726.6220609,-0.162058957,0.151416779,-1.070284006,0.284491491,0.335045437,protein_coding,NA,NE,conserved hypotheticals
Rv0037c,681.8058264,-0.078986852,0.1172636,-0.673583723,0.500576005,0.55384349,protein_coding,NA,NE,cell wall and cell processes
Rv0038,913.5030593,0.515999478,0.108838426,4.740967857,2.127E-06,5.16335E-06,protein_coding,NA,NE,conserved hypotheticals
Rv0039c,115.7607553,-0.990349609,0.296460097,-3.34058316,0.000836026,0.001494691,protein_coding,NA,NE,cell wall and cell processes
Rv0040c,1314.075531,0.526606273,0.292070158,1.803012934,0.071386183,0.095827932,protein_coding,mtc28,NE,cell wall and cell processes
Rv0041,1860.405561,0.207393553,0.120141446,1.726244853,0.084303372,0.111264886,protein_coding,leuS,ES,information pathways
Rv0042c,621.3759547,-0.938647258,0.149988504,-6.258128019,3.89626E-10,1.33305E-09,protein_coding,NA,NE,regulatory proteins
Rv0043c,347.8000821,0.171087201,0.119079905,1.436742843,0.150791077,0.188886987,protein_coding,NA,NE,regulatory proteins
Rv0044c,282.2096922,0.364231614,0.147146066,2.475306496,0.013312188,0.020101353,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0045c,808.2578855,1.416611609,0.115762426,12.23723148,1.96626E-34,2.81105E-33,protein_coding,NA,NE,lipid metabolism
Rv0046c,3556.739359,2.811271031,0.140154947,20.05830753,1.70799E-89,9.76727E-88,protein_coding,ino1,ES,intermediary metabolism and respiration
Rv0047c,1119.472121,2.128540797,0.213904529,9.950891698,2.49934E-23,2.24772E-22,protein_coding,NA,NE,conserved hypotheticals
Rv0048c,528.2675851,0.101686722,0.225048683,0.451843221,0.651381931,0.696256841,protein_coding,NA,NE,cell wall and cell processes
Rv0049,765.1474726,0.824626396,0.108947675,7.569013263,3.7607E-14,1.77315E-13,protein_coding,NA,NE,conserved hypotheticals
Rv0050,3346.411038,0.60594531,0.115536704,5.244613097,1.56611E-07,4.26181E-07,protein_coding,ponA1,NE,cell wall and cell processes
Rv0051,647.656491,0.079044363,0.120076221,0.658284902,0.510355078,0.563728305,protein_coding,NA,NE,cell wall and cell processes
Rv0052,230.5058395,-0.073593186,0.119983374,-0.613361529,0.539637318,0.590973182,protein_coding,NA,NE,conserved hypotheticals
Rv0053,1287.600424,-1.733525245,0.206766503,-8.383975248,5.11696E-17,2.99024E-16,protein_coding,rpsF,ES,information pathways
Rv0054,2074.702967,-0.278382824,0.108504591,-2.565631761,0.01029881,0.015831849,protein_coding,ssb,ES,information pathways
Rv0055,1688.817526,-0.735825956,0.160126563,-4.59527728,4.32174E-06,1.01169E-05,protein_coding,rpsR1,ES,information pathways
Rv0056,2362.727371,-0.240957872,0.092214721,-2.613008741,0.008974901,0.013943896,protein_coding,rplI,NE,information pathways
Rv0057,1438.521197,-1.052662437,0.156798096,-6.713489904,1.90024E-11,7.2101E-11,protein_coding,NA,NE,conserved hypotheticals
Rv0058,6837.194969,-1.079209032,0.089084729,-12.11441117,8.85981E-34,1.23574E-32,protein_coding,dnaB,ES,information pathways
Rv0059,599.6409486,-1.164871949,0.137340917,-8.481608913,2.22101E-17,1.34708E-16,protein_coding,NA,GA,conserved hypotheticals
Rv0060,2690.189798,0.421984801,0.118467027,3.562044314,0.000367978,0.000689641,protein_coding,NA,ES,conserved hypotheticals
Rv0061c,1963.078888,-0.023058759,0.13266097,-0.173817207,0.862009121,0.886138292,protein_coding,NA,NE,conserved hypotheticals
Rv0062,613.3408342,-1.235766481,0.208951874,-5.914120124,3.33654E-09,1.05416E-08,protein_coding,celA1,NE,intermediary metabolism and respiration
Rv0063,392.1744474,-0.045902375,0.162759472,-0.282025829,0.777923705,0.811367533,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0063a,252.9095591,1.432720176,0.209412408,6.841620273,7.83024E-12,3.04611E-11,protein_coding,NA,NA,NA
Rv0064,2664.581158,2.114895477,0.195906227,10.79544794,3.61694E-27,3.93441E-26,protein_coding,NA,NE,cell wall and cell processes
Rv0064A,67.07431502,1.900839439,0.221139773,8.595647071,8.27969E-18,5.13854E-17,protein_coding,vapB1,NE,"virulence, detoxification, adaptation"
Rv0065,98.06532223,1.199616531,0.22943267,5.228621246,1.70779E-07,4.62536E-07,protein_coding,vapC1,NE,"virulence, detoxification, adaptation"
Rv0066c,2340.513495,1.740109759,0.137717685,12.63533987,1.3481E-36,2.13299E-35,protein_coding,icd2,NE,intermediary metabolism and respiration
Rv0067c,228.7008917,2.938299084,0.135689067,21.65464867,5.4949E-104,3.9993E-102,protein_coding,NA,NE,regulatory proteins
Rv0068,284.1570366,3.910032021,0.153210808,25.52060174,1.1645E-143,1.3319E-141,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0069c,380.7374954,-1.661736269,0.147525077,-11.26409357,1.97372E-29,2.37976E-28,protein_coding,sdaA,NE,intermediary metabolism and respiration
Rv0070c,388.9772588,-1.234467967,0.147899295,-8.346679183,7.02091E-17,4.05551E-16,protein_coding,glyA2,NE,intermediary metabolism and respiration
Rv0071,67.34539338,0.358318394,0.273452369,1.310350303,0.190077357,0.234116819,protein_coding,NA,NE,information pathways
Rv0072,1431.474469,-0.844861997,0.104051611,-8.119643633,4.67555E-16,2.56036E-15,protein_coding,NA,NE,cell wall and cell processes
Rv0073,1358.052223,-0.541208351,0.096949308,-5.582384903,2.37243E-08,6.9472E-08,protein_coding,NA,NE,cell wall and cell processes
Rv0074,774.8170434,-0.762987917,0.093188971,-8.187534539,2.66632E-16,1.47217E-15,protein_coding,NA,NE,conserved hypotheticals
Rv0075,862.6261619,-0.46163189,0.100320127,-4.601587953,4.19282E-06,9.82662E-06,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0076c,125.4830749,1.086672515,0.20484664,5.304810045,1.1279E-07,3.13324E-07,protein_coding,NA,NE,cell wall and cell processes
Rv0077c,239.7754631,3.606805876,0.180011157,20.03656845,2.64378E-89,1.49057E-87,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0078,91.28492102,0.142188965,0.268582888,0.529404407,0.596524941,0.644800581,protein_coding,NA,NE,regulatory proteins
Rv0078A,1077.207992,1.525086596,0.116435096,13.09816924,3.37296E-39,5.72116E-38,protein_coding,NA,NE,conserved hypotheticals
Rv0078B,583.0797283,1.531072902,0.223466544,6.851463649,7.30982E-12,2.85197E-11,protein_coding,NA,NE,conserved hypotheticals
Rv0079,1332.267506,5.089621967,0.272362374,18.68694961,6.32262E-78,2.84376E-76,protein_coding,NA,NE,conserved hypotheticals
Rv0080,473.9504642,4.821725682,0.27242994,17.69895657,4.27148E-70,1.55443E-68,protein_coding,NA,NE,conserved hypotheticals
Rv0081,172.2528846,-0.440239171,0.285364965,-1.542723265,0.122897935,0.156725209,protein_coding,NA,NE,regulatory proteins
Rv0082,268.7456109,-0.974312668,0.244912758,-3.978202996,6.94381E-05,0.000140811,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0083,349.2023897,-1.413521554,0.248211876,-5.694818373,1.23503E-08,3.72838E-08,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0084,378.0547865,-1.50060544,0.253163,-5.927427943,3.07716E-09,9.74516E-09,protein_coding,hycD,NE,intermediary metabolism and respiration
Rv0085,130.0720065,-1.649177824,0.266164844,-6.196076833,5.78879E-10,1.95055E-09,protein_coding,hycP,NE,intermediary metabolism and respiration
Rv0086,373.2734161,-1.362973044,0.192730976,-7.071894059,1.52833E-12,6.26835E-12,protein_coding,hycQ,NE,intermediary metabolism and respiration
Rv0087,229.6247972,-0.763077378,0.181338239,-4.208033451,2.57603E-05,5.52321E-05,protein_coding,hycE,NE,intermediary metabolism and respiration
Rv0088,976.4085069,0.685211795,0.095550632,7.171190628,7.43483E-13,3.1361E-12,protein_coding,NA,NE,lipid metabolism
Rv0089,189.0687155,0.176217957,0.148019001,1.190509028,0.233846384,0.28169939,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0090,62.13402368,0.058338099,0.217155359,0.268646833,0.788201469,0.820539881,protein_coding,NA,NE,cell wall and cell processes
Rv0091,200.0526782,-0.683280156,0.183203131,-3.729631443,0.00019176,0.000371547,protein_coding,mtn,NE,intermediary metabolism and respiration
Rv0092,761.5059042,0.014497835,0.091254784,0.158872058,0.873769676,0.896616255,protein_coding,ctpA,NE,cell wall and cell processes
Rv0093c,277.8750158,0.505162325,0.1028625,4.911044619,9.05925E-07,2.29811E-06,protein_coding,NA,NE,cell wall and cell processes
Rv0094c,8.41849518,3.452263513,1.647857767,2.095000905,0.036170912,0.051399418,protein_coding,NA,NE,NA
Rv0095c,237.6318595,1.433826972,0.30921557,4.636981809,3.53534E-06,8.36403E-06,protein_coding,NA,NE,insertion seqs and phages
Rv0096,132.3679603,5.212037499,0.268233556,19.43096744,4.22327E-84,2.13997E-82,protein_coding,PPE1,NE,PE/PPE
Rv0097,390.3123714,4.667237013,0.249035618,18.74124294,2.28233E-78,1.0382E-76,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0098,205.2977778,4.555479285,0.287052952,15.86982214,1.02531E-56,3.04023E-55,protein_coding,fcoT,NE,lipid metabolism
Rv0099,551.0823307,4.166792153,0.198288022,21.01383691,4.90102E-98,3.16432E-96,protein_coding,fadD10,NE,lipid metabolism
Rv0100,28.35069219,3.080916908,0.334587544,9.208104024,3.31936E-20,2.38125E-19,protein_coding,NA,NE,conserved hypotheticals
Rv0101,1453.08386,2.787882841,0.195647068,14.24955085,4.51174E-46,9.50552E-45,protein_coding,nrp,NE,lipid metabolism
Rv0102,978.1377348,0.103249434,0.095720104,1.078659865,0.280739384,0.330918655,protein_coding,NA,ES,cell wall and cell processes
Rv0103c,1828.25277,1.787550161,0.164934697,10.83792674,2.2757E-27,2.53045E-26,protein_coding,ctpB,NE,cell wall and cell processes
Rv0104,180.9539336,-1.135799092,0.393236061,-2.888339104,0.003872821,0.006348445,protein_coding,NA,NE,conserved hypotheticals
Rv0105c,7.077529117,0.418403559,0.520459495,0.803911857,0.421447882,0.475093177,protein_coding,rpmB1,NE,information pathways
Rv0106,349.9286512,0.586165267,0.213819857,2.74139771,0.006117841,0.009741335,protein_coding,NA,NE,conserved hypotheticals
Rv0107c,2057.773893,-0.645515056,0.09707917,-6.649367298,2.94356E-11,1.09712E-10,protein_coding,ctpI,NE,cell wall and cell processes
Rv0108c,1984.449033,-0.120119382,0.26153111,-0.4592929,0.646023845,0.691637725,protein_coding,NA,NE,conserved hypotheticals
Rv0109,81.52884255,0.004764661,0.175577838,0.027137031,0.978350439,0.982276601,protein_coding,PE_PGRS1,NE,PE/PPE
Rv0110,214.7832435,-0.672323169,0.145853976,-4.609563529,4.03515E-06,9.47929E-06,protein_coding,NA,NE,cell wall and cell processes
Rv0111,463.3331996,-1.110580318,0.232079801,-4.785338111,1.707E-06,4.2024E-06,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0112,917.6059102,-0.430261118,0.178816404,-2.406161339,0.016121143,0.024097437,protein_coding,gca,NE,cell wall and cell processes
Rv0113,464.2308664,-0.143144598,0.17553566,-0.815473036,0.414801593,0.468789039,protein_coding,gmhA,NE,cell wall and cell processes
Rv0114,243.2366253,-0.275045261,0.176502637,-1.558306807,0.119160536,0.152493486,protein_coding,gmhB,NE,cell wall and cell processes
Rv0115,427.3216121,-0.276988735,0.175606476,-1.577326428,0.114720434,0.147187788,protein_coding,hddA,NE,cell wall and cell processes
Rv0115a,357.2826509,-0.527555362,0.195174785,-2.702989337,0.006871895,0.010861876,protein_coding,NA,NA,NA
Rv0116c,1000.109437,2.662375124,0.158192255,16.82999661,1.47111E-63,4.90736E-62,protein_coding,ldtA,NE,cell wall and cell processes
Rv0117,216.5591469,0.040861345,0.19314471,0.211558189,0.832451731,0.859540345,protein_coding,oxyS,NE,regulatory proteins
Rv0118c,314.4474297,0.478747266,0.202344815,2.365997205,0.01798158,0.026698912,protein_coding,oxcA,NE,intermediary metabolism and respiration
Rv0119,256.095878,-1.141500187,0.22073862,-5.171275357,2.32502E-07,6.21713E-07,protein_coding,fadD7,NE,lipid metabolism
Rv0120c,2006.839054,0.135760125,0.082753012,1.64054604,0.100891684,0.13065979,protein_coding,fusA2,NE,information pathways
Rv0121c,114.8172584,0.275918686,0.229123255,1.204236932,0.228498015,0.275837622,protein_coding,NA,NE,conserved hypotheticals
Rv0122,105.3714408,2.385350261,0.235723721,10.1192627,4.53821E-24,4.21496E-23,protein_coding,NA,NE,conserved hypotheticals
Rv0123,107.182148,2.129566033,0.211856859,10.05190979,9.0104E-24,8.27262E-23,protein_coding,NA,NE,conserved hypotheticals
Rv0124,25.27622939,0.64298576,0.432947882,1.485134324,0.137508245,0.173696909,protein_coding,PE_PGRS2,NE,PE/PPE
Rv0125,1880.24236,0.100696652,0.186437819,0.540108505,0.589122206,0.637883741,protein_coding,pepA,NE,intermediary metabolism and respiration
Rv0126,1265.954406,0.373617507,0.101023614,3.69831855,0.000217032,0.000417884,protein_coding,treS,NE,"virulence, detoxification, adaptation"
Rv0127,1096.014246,-0.012060873,0.091444376,-0.131893001,0.895068925,0.91378753,protein_coding,mak,NE,"virulence, detoxification, adaptation"
Rv0128,306.5923221,-0.771013034,0.134576769,-5.729168857,1.00924E-08,3.05596E-08,protein_coding,NA,NE,cell wall and cell processes
Rv0129c,4608.374823,1.819030724,0.090589647,20.07989638,1.10625E-89,6.41787E-88,protein_coding,fbpC,NE,lipid metabolism
Rv0130,105.3671539,-0.091813393,0.206976603,-0.4435931,0.657336795,0.701498051,protein_coding,htdZ,NE,intermediary metabolism and respiration
Rv0131c,471.1110806,1.37176032,0.068215357,20.10925941,6.12312E-90,3.65834E-88,protein_coding,fadE1,NE,lipid metabolism
Rv0132c,112.8645191,2.045116093,0.226909775,9.01290434,2.0067E-19,1.37313E-18,protein_coding,fgd2,NE,intermediary metabolism and respiration
Rv0133,810.8298555,-0.040722638,0.102652943,-0.396702097,0.691587154,0.731902501,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0134,953.9248126,0.397677362,0.088709393,4.482922805,7.36276E-06,1.68034E-05,protein_coding,ephF,NE,"virulence, detoxification, adaptation"
Rv0135c,670.3371158,-1.075604706,0.134135818,-8.018773249,1.06806E-15,5.75432E-15,protein_coding,NA,NE,regulatory proteins
Rv0136,531.5305068,-1.286377634,0.11445656,-11.23900314,2.62328E-29,3.14401E-28,protein_coding,cyp138,NE,intermediary metabolism and respiration
Rv0137c,425.196305,1.528110674,0.129299016,11.81842462,3.13508E-32,4.21132E-31,protein_coding,msrA,NE,intermediary metabolism and respiration
Rv0138,152.1417638,-1.416771137,0.178494954,-7.937317582,2.06601E-15,1.08962E-14,protein_coding,NA,GA,conserved hypotheticals
Rv0139,442.0597128,-1.607611049,0.134089304,-11.98910728,4.05249E-33,5.51773E-32,protein_coding,NA,GA,intermediary metabolism and respiration
Rv0140,1012.016113,1.22785901,0.173327662,7.084033757,1.40018E-12,5.76637E-12,protein_coding,NA,NE,conserved hypotheticals
Rv0141c,580.079852,0.752439394,0.133160552,5.650617865,1.59872E-08,4.75459E-08,protein_coding,NA,NE,conserved hypotheticals
Rv0142,581.64181,0.263190428,0.203150578,1.295543586,0.195132776,0.239606289,protein_coding,NA,NE,conserved hypotheticals
Rv0143c,713.8987866,-0.889723997,0.102676715,-8.665294747,4.50346E-18,2.82561E-17,protein_coding,NA,NE,cell wall and cell processes
Rv0144,3768.873379,-0.614704035,0.215525702,-2.852114761,0.004342942,0.007061249,protein_coding,NA,NE,regulatory proteins
Rv0145,6279.272445,0.790782011,0.175451205,4.507133542,6.57093E-06,1.5065E-05,protein_coding,NA,NE,lipid metabolism
Rv0146,2319.830309,2.84982198,0.130120241,21.90145018,2.5164E-106,1.9752E-104,protein_coding,NA,GA,lipid metabolism
Rv0147,3153.274148,1.919489647,0.11520827,16.66104042,2.51609E-62,8.18855E-61,protein_coding,NA,GA,intermediary metabolism and respiration
Rv0148,1664.039589,1.17560597,0.216618388,5.427083003,5.72825E-08,1.6228E-07,protein_coding,NA,GA,intermediary metabolism and respiration
Rv0149,1540.965046,1.200045961,0.149795599,8.011223113,1.13573E-15,6.09428E-15,protein_coding,NA,GA,intermediary metabolism and respiration
Rv0150c,12.3621304,-1.489335559,0.555489344,-2.681123545,0.007337542,0.011541348,protein_coding,NA,GA,conserved hypotheticals
Rv0151c,179.1970364,0.331715504,0.175776919,1.887139138,0.059141614,0.080525129,protein_coding,PE1,GA,PE/PPE
Rv0152c,112.0678203,-0.763030037,0.226403363,-3.370223961,0.000751071,0.001351861,protein_coding,PE2,GA,PE/PPE
Rv0153c,491.9760753,0.448343294,0.160163324,2.799288154,0.005121541,0.008256757,protein_coding,ptbB,NE,regulatory proteins
Rv0154c,804.497494,0.421795023,0.09624468,4.38252821,1.1731E-05,2.60739E-05,protein_coding,fadE2,NE,lipid metabolism
Rv0155,318.2445683,-1.33309531,0.251927086,-5.291591822,1.21256E-07,3.35213E-07,protein_coding,pntAa,NE,intermediary metabolism and respiration
Rv0156,196.7820912,-0.975850571,0.220749994,-4.420614266,9.84207E-06,2.21336E-05,protein_coding,pntAb,Uncertain,intermediary metabolism and respiration
Rv0157,1780.943403,-1.455577985,0.206711584,-7.041588859,1.9006E-12,7.71613E-12,protein_coding,pntB,NE,intermediary metabolism and respiration
Rv0157A,392.6423893,0.343652517,0.244479713,1.405648395,0.159828558,0.199188579,protein_coding,NA,NE,conserved hypotheticals
Rv0158,426.6119889,1.641011465,0.113237998,14.4917033,1.3671E-47,2.91091E-46,protein_coding,NA,GA,regulatory proteins
Rv0159c,105.9383268,0.177969404,0.200660232,0.886919162,0.375122424,0.429892661,protein_coding,PE3,GA,PE/PPE
Rv0160c,55.44501396,0.392017092,0.238993608,1.640282749,0.100946391,0.130688358,protein_coding,PE4,GA,PE/PPE
Rv0161,182.4319615,-1.007405593,0.24299576,-4.145774362,3.38667E-05,7.15401E-05,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0162c,122.2856841,-0.770090874,0.24274886,-3.17237689,0.001511966,0.002620087,protein_coding,adhE1,NE,intermediary metabolism and respiration
Rv0163,102.5774141,-0.043920718,0.178547516,-0.245988962,0.805690777,0.836188795,protein_coding,NA,NE,conserved hypotheticals
Rv0164,870.8950522,-0.578056117,0.158093987,-3.656408002,0.000255774,0.000488951,protein_coding,TB18.5,ES,conserved hypotheticals
Rv0165c,668.4435909,-3.479902861,0.366043975,-9.50678907,1.96638E-21,1.53739E-20,protein_coding,mce1R,NE,regulatory proteins
Rv0166,3945.531765,-3.254973317,0.30774764,-10.57676125,3.81933E-26,3.99185E-25,protein_coding,fadD5,NE,lipid metabolism
Rv0167,1956.702171,-3.457430838,0.325607566,-10.61839833,2.44724E-26,2.56448E-25,protein_coding,yrbE1A,NE,"virulence, detoxification, adaptation"
Rv0168,914.3160145,-2.938376883,0.31330161,-9.378748104,6.67607E-21,5.06142E-20,protein_coding,yrbE1B,NE,"virulence, detoxification, adaptation"
Rv0169,2401.395409,-2.864311926,0.298091759,-9.608826268,7.33807E-22,5.9342E-21,protein_coding,mce1A,NE,"virulence, detoxification, adaptation"
Rv0170,2082.674076,-2.74169571,0.28296953,-9.689013903,3.35755E-22,2.75415E-21,protein_coding,mce1B,NE,"virulence, detoxification, adaptation"
Rv0171,2863.448719,-2.512041083,0.2550573,-9.848928404,6.92787E-23,6.01567E-22,protein_coding,mce1C,NE,"virulence, detoxification, adaptation"
Rv0172,2798.583449,-2.135063375,0.22548014,-9.46896422,2.82632E-21,2.20541E-20,protein_coding,mce1D,NE,"virulence, detoxification, adaptation"
Rv0173,1537.526693,-2.125180769,0.235657796,-9.018079634,1.91415E-19,1.3143E-18,protein_coding,lprK,NE,cell wall and cell processes
Rv0174,5033.545881,-1.807600246,0.23178508,-7.798604848,6.25953E-15,3.17176E-14,protein_coding,mce1F,NE,"virulence, detoxification, adaptation"
Rv0175,2292.311745,-1.71144063,0.127529355,-13.41997405,4.61875E-41,8.40402E-40,protein_coding,NA,NE,cell wall and cell processes
Rv0176,873.9407358,-1.817374715,0.147012099,-12.36207582,4.1919E-35,6.19195E-34,protein_coding,NA,NE,cell wall and cell processes
Rv0177,1350.514034,-0.993066875,0.132955467,-7.469169181,8.07027E-14,3.69203E-13,protein_coding,NA,NE,conserved hypotheticals
Rv0178,1273.20124,-0.90161787,0.153885253,-5.859027123,4.65587E-09,1.45264E-08,protein_coding,NA,NE,cell wall and cell processes
Rv0179c,2020.665638,0.746690012,0.118667287,6.292298661,3.12799E-10,1.07943E-09,protein_coding,lprO,NE,cell wall and cell processes
Rv0180c,890.6533521,0.583076139,0.078627186,7.415706578,1.20978E-13,5.46586E-13,protein_coding,NA,NE,cell wall and cell processes
Rv0181c,716.9534685,1.079696427,0.196452996,5.495952957,3.88606E-08,1.11913E-07,protein_coding,NA,NE,conserved hypotheticals
Rv0182c,2086.026657,0.856762218,0.113229228,7.566617137,3.83069E-14,1.80403E-13,protein_coding,sigG,NE,information pathways
Rv0183,660.1514095,-0.265564222,0.197803305,-1.342567162,0.17941217,0.222142566,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0184,1405.055012,0.10245546,0.148667451,0.689158651,0.490723434,0.544296455,protein_coding,NA,NE,conserved hypotheticals
Rv0185,1113.522579,-0.049022475,0.22616522,-0.216755145,0.82839917,0.856868702,protein_coding,NA,NE,conserved hypotheticals
Rv0186,4119.845497,-0.320370128,0.126889076,-2.524804637,0.011576262,0.017633097,protein_coding,bglS,NE,intermediary metabolism and respiration
Rv0186A,1431.172234,0.368499408,0.167470117,2.200389023,0.027779306,0.040246313,protein_coding,mymT,NE,NA
Rv0187,303.1554429,0.342317954,0.14040429,2.438087569,0.014765197,0.022153329,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0188,5271.258338,3.025976055,0.128762676,23.50041293,4.0393E-122,3.5932E-120,protein_coding,NA,NE,cell wall and cell processes
Rv0189c,1199.355073,0.200828333,0.081183574,2.473755748,0.013370107,0.020181199,protein_coding,ilvD,ES,intermediary metabolism and respiration
Rv0190,954.8012256,0.977367087,0.192324245,5.081871439,3.73734E-07,9.78456E-07,protein_coding,NA,GA,conserved hypotheticals
Rv0191,529.1815325,-0.327276622,0.142086713,-2.303358394,0.021258687,0.03121736,protein_coding,NA,GA,cell wall and cell processes
Rv0192,772.4790342,0.009657529,0.081515058,0.118475402,0.905690984,0.922045018,protein_coding,NA,GA,conserved hypotheticals
Rv0193c,190.0635526,-0.319357212,0.165320564,-1.931745232,0.053390959,0.073394234,protein_coding,NA,GA,conserved hypotheticals
