gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_biotype,gene_name,Essentiality,Functional
Rv0028,129.3312992,3.481997768,0.175508375,19.83949636,1.35812E-87,4.45621E-86,protein_coding,NA,NE,conserved hypotheticals
Rv0029,529.2004357,2.7503133,0.120673089,22.79143853,5.5754E-115,3.2821E-113,protein_coding,NA,NE,conserved hypotheticals
Rv0030,123.460078,0.473121099,0.233073142,2.029925436,0.042364119,0.056246623,protein_coding,NA,NE,conserved hypotheticals
Rv0032,323.4215374,-1.590726922,0.267767162,-5.940709494,2.83791E-09,7.3386E-09,protein_coding,bioF2,NE,intermediary metabolism and respiration
Rv0033,28.98728936,-1.647181696,0.698934021,-2.356705565,0.01843786,0.025824616,protein_coding,acpA,NE,lipid metabolism
Rv0034,49.00367836,-2.325465499,0.659292543,-3.527213409,0.000419958,0.000711122,protein_coding,NA,NE,conserved hypotheticals
Rv0035,229.4871737,-1.541424078,0.267969896,-5.752228516,8.80746E-09,2.18983E-08,protein_coding,fadD34,NE,lipid metabolism
Rv0036c,726.6220609,-0.565836436,0.171618711,-3.297055628,0.000977041,0.001585366,protein_coding,NA,NE,conserved hypotheticals
Rv0037c,681.8058264,-0.05633764,0.141788521,-0.397335691,0.691119932,0.728615509,protein_coding,NA,NE,cell wall and cell processes
Rv0038,913.5030593,0.804193644,0.12009471,6.696328621,2.13721E-11,6.30918E-11,protein_coding,NA,NE,conserved hypotheticals
Rv0039c,115.7607553,-0.288536281,0.335715481,-0.859466712,0.390083078,0.439364817,protein_coding,NA,NE,cell wall and cell processes
Rv0040c,1314.075531,-1.35901697,0.306555756,-4.433180401,9.28531E-06,1.84645E-05,protein_coding,mtc28,NE,cell wall and cell processes
Rv0041,1860.405561,-0.830940643,0.133617002,-6.218824193,5.00894E-10,1.36679E-09,protein_coding,leuS,ES,information pathways
Rv0042c,621.3759547,-1.247886233,0.178723262,-6.98222613,2.90539E-12,8.95325E-12,protein_coding,NA,NE,regulatory proteins
Rv0043c,347.8000821,-0.798811567,0.180726916,-4.41999224,9.87044E-06,1.95601E-05,protein_coding,NA,NE,regulatory proteins
Rv0044c,282.2096922,0.271304021,0.185834279,1.459924526,0.144310818,0.177473488,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0045c,808.2578855,0.58285125,0.133189103,4.37611815,1.20812E-05,2.36368E-05,protein_coding,NA,NE,lipid metabolism
Rv0046c,3556.739359,1.96400849,0.142493035,13.78318939,3.21738E-43,3.7223E-42,protein_coding,ino1,ES,intermediary metabolism and respiration
Rv0047c,1119.472121,1.042132082,0.220796353,4.719879056,2.35985E-06,4.90217E-06,protein_coding,NA,NE,conserved hypotheticals
Rv0048c,528.2675851,-0.861448321,0.248467207,-3.46705037,0.000526203,0.000881335,protein_coding,NA,NE,cell wall and cell processes
Rv0049,765.1474726,0.713470169,0.123301273,5.786397422,7.1912E-09,1.80592E-08,protein_coding,NA,NE,conserved hypotheticals
Rv0050,3346.411038,0.226299142,0.120219782,1.882378568,0.059784634,0.077549543,protein_coding,ponA1,NE,cell wall and cell processes
Rv0051,647.656491,-0.947078409,0.158055571,-5.992059649,2.072E-09,5.39988E-09,protein_coding,NA,NE,cell wall and cell processes
Rv0052,230.5058395,-1.688334219,0.245736246,-6.870513609,6.39712E-12,1.93851E-11,protein_coding,NA,NE,conserved hypotheticals
Rv0053,1287.600424,0.463556577,0.206838022,2.24115747,0.025015877,0.034425901,protein_coding,rpsF,ES,information pathways
Rv0054,2074.702967,0.478563793,0.117772354,4.063464618,4.83497E-05,8.97698E-05,protein_coding,ssb,ES,information pathways
Rv0055,1688.817526,-0.256477137,0.172673695,-1.485328368,0.137456861,0.169722336,protein_coding,rpsR1,ES,information pathways
Rv0056,2362.727371,-0.054471016,0.106330877,-0.512278438,0.608456154,0.652464501,protein_coding,rplI,NE,information pathways
Rv0057,1438.521197,-0.992988298,0.182956092,-5.427467803,5.71592E-08,1.34593E-07,protein_coding,NA,NE,conserved hypotheticals
Rv0058,6837.194969,-1.801039303,0.106304459,-16.94227433,2.19473E-64,4.43712E-63,protein_coding,dnaB,ES,information pathways
Rv0059,599.6409486,-2.623704183,0.271521209,-9.662980627,4.33076E-22,2.2573E-21,protein_coding,NA,GA,conserved hypotheticals
Rv0060,2690.189798,-0.312877886,0.132282063,-2.365232886,0.018018736,0.025272951,protein_coding,NA,ES,conserved hypotheticals
Rv0061c,1963.078888,0.510960718,0.136800475,3.735079995,0.000187656,0.000330773,protein_coding,NA,NE,conserved hypotheticals
Rv0062,613.3408342,-3.464986828,0.30754319,-11.26666739,1.91689E-29,1.39009E-28,protein_coding,celA1,NE,intermediary metabolism and respiration
Rv0063,392.1744474,-1.189700073,0.208659262,-5.701640367,1.1866E-08,2.93388E-08,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0063a,252.9095591,2.409932086,0.217940247,11.05776521,2.01044E-28,1.39477E-27,protein_coding,NA,NA,NA
Rv0064,2664.581158,3.515931085,0.196374048,17.90425525,1.09247E-71,2.65039E-70,protein_coding,NA,NE,cell wall and cell processes
Rv0064A,67.07431502,2.860040814,0.243588538,11.74127829,7.8294E-32,6.21847E-31,protein_coding,vapB1,NE,"virulence, detoxification, adaptation"
Rv0065,98.06532223,2.435634831,0.243633225,9.99713744,1.56866E-23,8.7823E-23,protein_coding,vapC1,NE,"virulence, detoxification, adaptation"
Rv0066c,2340.513495,0.260747345,0.144064884,1.809929922,0.070306655,0.09034913,protein_coding,icd2,NE,intermediary metabolism and respiration
Rv0067c,228.7008917,-0.360895769,0.259260398,-1.392020427,0.163916212,0.199258001,protein_coding,NA,NE,regulatory proteins
Rv0068,284.1570366,0.505667009,0.246677478,2.049911539,0.040373064,0.053727851,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0069c,380.7374954,0.435661306,0.148700214,2.929796087,0.003391845,0.00517832,protein_coding,sdaA,NE,intermediary metabolism and respiration
Rv0070c,388.9772588,2.282089767,0.133155524,17.13852871,7.65636E-66,1.61307E-64,protein_coding,glyA2,NE,intermediary metabolism and respiration
Rv0071,67.34539338,-1.08707134,0.558885149,-1.94507108,0.051766424,0.067675047,protein_coding,NA,NE,information pathways
Rv0072,1431.474469,0.003191048,0.111397682,0.02864555,0.977147283,0.980726889,protein_coding,NA,NE,cell wall and cell processes
Rv0073,1358.052223,-0.416381758,0.109996386,-3.785413076,0.000153453,0.000272911,protein_coding,NA,NE,cell wall and cell processes
Rv0074,774.8170434,-0.35347201,0.114157795,-3.096345806,0.001959217,0.003080419,protein_coding,NA,NE,conserved hypotheticals
Rv0075,862.6261619,0.475065624,0.11038109,4.303867855,1.67842E-05,3.24732E-05,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0076c,125.4830749,2.653020718,0.212293939,12.49692164,7.75983E-36,7.09192E-35,protein_coding,NA,NE,cell wall and cell processes
Rv0077c,239.7754631,1.428029794,0.236891314,6.028206651,1.65789E-09,4.35182E-09,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0078,91.28492102,-0.777836331,0.359343879,-2.164601587,0.030418209,0.041317982,protein_coding,NA,NE,regulatory proteins
Rv0078A,1077.207992,1.647339733,0.123135333,13.37828623,8.09934E-41,8.73899E-40,protein_coding,NA,NE,conserved hypotheticals
Rv0078B,583.0797283,1.068786511,0.234179012,4.563972234,5.01947E-06,1.02046E-05,protein_coding,NA,NE,conserved hypotheticals
Rv0079,1332.267506,0.358751055,0.32127975,1.116631393,0.264151963,0.307652112,protein_coding,NA,NE,conserved hypotheticals
Rv0080,473.9504642,-0.438570111,0.425810438,-1.02996562,0.303026145,0.349169159,protein_coding,NA,NE,conserved hypotheticals
Rv0081,172.2528846,-4.130800472,0.560937931,-7.364095465,1.78352E-13,5.83764E-13,protein_coding,NA,NE,regulatory proteins
Rv0082,268.7456109,-6.227069397,0.763325306,-8.157818622,3.41129E-16,1.30924E-15,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0083,349.2023897,-5.170075792,0.517782707,-9.985029857,1.77248E-23,9.90953E-23,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0084,378.0547865,-2.538435404,0.309022645,-8.214399327,2.13229E-16,8.32737E-16,protein_coding,hycD,NE,intermediary metabolism and respiration
Rv0085,130.0720065,-3.341889888,0.471307688,-7.090675521,1.33459E-12,4.19009E-12,protein_coding,hycP,NE,intermediary metabolism and respiration
Rv0086,373.2734161,-2.839336363,0.279680696,-10.15206414,3.24428E-24,1.86861E-23,protein_coding,hycQ,NE,intermediary metabolism and respiration
Rv0087,229.6247972,-2.907582533,0.309133224,-9.405597026,5.17357E-21,2.55676E-20,protein_coding,hycE,NE,intermediary metabolism and respiration
Rv0088,976.4085069,1.271373229,0.101136633,12.57084784,3.05431E-36,2.84335E-35,protein_coding,NA,NE,lipid metabolism
Rv0089,189.0687155,1.673517209,0.156935512,10.66372539,1.50448E-26,9.77666E-26,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0090,62.13402368,1.639553299,0.23836575,6.878309074,6.05672E-12,1.84093E-11,protein_coding,NA,NE,cell wall and cell processes
Rv0091,200.0526782,0.71485221,0.195667865,3.653396079,0.000258795,0.000448854,protein_coding,mtn,NE,intermediary metabolism and respiration
Rv0092,761.5059042,0.409664355,0.107209865,3.821144207,0.000132834,0.000237806,protein_coding,ctpA,NE,cell wall and cell processes
Rv0093c,277.8750158,0.567586241,0.136925263,4.145226595,3.39478E-05,6.38895E-05,protein_coding,NA,NE,cell wall and cell processes
Rv0094c,8.41849518,1.311491535,1.977498496,0.663207349,0.507197765,0.555185303,protein_coding,NA,NE,NA
Rv0095c,237.6318595,2.819889096,0.329907957,8.547502523,1.25781E-17,5.22302E-17,protein_coding,NA,NE,insertion seqs and phages
Rv0096,132.3679603,2.032163968,0.336378442,6.041302632,1.52875E-09,4.02339E-09,protein_coding,PPE1,NE,PE/PPE
Rv0097,390.3123714,0.986768186,0.28544406,3.456958208,0.00054631,0.000913864,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0098,205.2977778,0.853328348,0.346476086,2.462878053,0.013782678,0.019592351,protein_coding,fcoT,NE,lipid metabolism
Rv0099,551.0823307,0.591318573,0.231924711,2.54961436,0.010784214,0.015578927,protein_coding,fadD10,NE,lipid metabolism
Rv0100,28.35069219,-1.089161358,0.787783696,-1.382563974,0.166798602,0.202454458,protein_coding,NA,NE,conserved hypotheticals
Rv0101,1453.08386,-1.232722748,0.222804097,-5.532765162,3.15221E-08,7.52883E-08,protein_coding,nrp,NE,lipid metabolism
Rv0102,978.1377348,1.204725778,0.101809437,11.83314447,2.63098E-32,2.14061E-31,protein_coding,NA,ES,cell wall and cell processes
Rv0103c,1828.25277,-0.810913894,0.178487884,-4.54324336,5.53952E-06,1.1222E-05,protein_coding,ctpB,NE,cell wall and cell processes
Rv0104,180.9539336,3.17647475,0.368428953,8.621675153,6.59817E-18,2.7686E-17,protein_coding,NA,NE,conserved hypotheticals
Rv0105c,7.077529117,1.38524891,0.647976348,2.13780783,0.032532343,0.044010466,protein_coding,rpmB1,NE,information pathways
Rv0106,349.9286512,0.313952443,0.235298982,1.334270298,0.182115288,0.219514453,protein_coding,NA,NE,conserved hypotheticals
Rv0107c,2057.773893,-0.071772829,0.104513421,-0.686733137,0.492250911,0.540746541,protein_coding,ctpI,NE,cell wall and cell processes
Rv0108c,1984.449033,1.009893238,0.262867731,3.841830389,0.00012212,0.000219018,protein_coding,NA,NE,conserved hypotheticals
Rv0109,81.52884255,0.883537991,0.22144349,3.989902752,6.61004E-05,0.000121599,protein_coding,PE_PGRS1,NE,PE/PPE
Rv0110,214.7832435,-0.555374675,0.194183934,-2.860044411,0.004235817,0.006388838,protein_coding,NA,NE,cell wall and cell processes
Rv0111,463.3331996,-2.126487173,0.280212229,-7.588845011,3.2277E-14,1.09218E-13,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0112,917.6059102,-0.983953884,0.197462595,-4.982988735,6.26096E-07,1.36284E-06,protein_coding,gca,NE,cell wall and cell processes
Rv0113,464.2308664,-0.667886533,0.205518337,-3.249766137,0.001154999,0.001859052,protein_coding,gmhA,NE,cell wall and cell processes
Rv0114,243.2366253,-0.786094401,0.232729909,-3.37771112,0.000730918,0.00120307,protein_coding,gmhB,NE,cell wall and cell processes
Rv0115,427.3216121,-0.559258758,0.20480982,-2.730624718,0.006321441,0.009347065,protein_coding,hddA,NE,cell wall and cell processes
Rv0115a,357.2826509,3.990671663,0.175725586,22.70967906,3.5946E-114,2.0266E-112,protein_coding,NA,NA,NA
Rv0116c,1000.109437,3.660633015,0.160347951,22.82930956,2.3463E-115,1.4231E-113,protein_coding,ldtA,NE,cell wall and cell processes
Rv0117,216.5591469,1.701509188,0.198891355,8.554968042,1.17901E-17,4.90093E-17,protein_coding,oxyS,NE,regulatory proteins
Rv0118c,314.4474297,0.303603767,0.229194927,1.32465308,0.185286242,0.222866835,protein_coding,oxcA,NE,intermediary metabolism and respiration
Rv0119,256.095878,0.044464057,0.236110045,0.188319209,0.850626428,0.872420598,protein_coding,fadD7,NE,lipid metabolism
Rv0120c,2006.839054,4.410795243,0.076563953,57.60929376,0,0,protein_coding,fusA2,NE,information pathways
Rv0121c,114.8172584,2.604979385,0.22689404,11.48103929,1.64294E-30,1.24088E-29,protein_coding,NA,NE,conserved hypotheticals
Rv0122,105.3714408,2.759392838,0.258719409,10.66558111,1.47474E-26,9.61465E-26,protein_coding,NA,NE,conserved hypotheticals
Rv0123,107.182148,3.203467892,0.227159622,14.10227688,3.67711E-45,4.50137E-44,protein_coding,NA,NE,conserved hypotheticals
Rv0124,25.27622939,3.324909312,0.408055894,8.148171263,3.69469E-16,1.41665E-15,protein_coding,PE_PGRS2,NE,PE/PPE
Rv0125,1880.24236,1.022546121,0.188805197,5.415879095,6.09883E-08,1.43021E-07,protein_coding,pepA,NE,intermediary metabolism and respiration
Rv0126,1265.954406,0.397750643,0.112496079,3.535684512,0.00040672,0.000690458,protein_coding,treS,NE,"virulence, detoxification, adaptation"
Rv0127,1096.014246,0.26864762,0.103880281,2.586127187,0.009706111,0.014087586,protein_coding,mak,NE,"virulence, detoxification, adaptation"
Rv0128,306.5923221,1.870010417,0.127457088,14.67168633,9.78818E-49,1.33272E-47,protein_coding,NA,NE,cell wall and cell processes
Rv0129c,4608.374823,0.299787686,0.09510118,3.15230249,0.001619884,0.002568077,protein_coding,fbpC,NE,lipid metabolism
Rv0130,105.3671539,-0.906391823,0.306977532,-2.952632457,0.003150769,0.004849107,protein_coding,htdZ,NE,intermediary metabolism and respiration
Rv0131c,471.1110806,1.482038779,0.090847937,16.3134004,7.92552E-60,1.46879E-58,protein_coding,fadE1,NE,lipid metabolism
Rv0132c,112.8645191,2.826392589,0.2439327,11.58677203,4.80917E-31,3.73084E-30,protein_coding,fgd2,NE,intermediary metabolism and respiration
Rv0133,810.8298555,-1.027350556,0.160470614,-6.402110208,1.53244E-10,4.32301E-10,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0134,953.9248126,-0.709910411,0.120855704,-5.874033143,4.25318E-09,1.08789E-08,protein_coding,ephF,NE,"virulence, detoxification, adaptation"
Rv0135c,670.3371158,0.109796454,0.143431382,0.765498125,0.443974983,0.493812686,protein_coding,NA,NE,regulatory proteins
Rv0136,531.5305068,2.003924328,0.103565527,19.34933736,2.0648E-83,6.30945E-82,protein_coding,cyp138,NE,intermediary metabolism and respiration
Rv0137c,425.196305,2.449181646,0.137270461,17.84201513,3.33451E-71,7.99284E-70,protein_coding,msrA,NE,intermediary metabolism and respiration
Rv0138,152.1417638,-0.799340795,0.232925945,-3.431737913,0.000599727,0.00099713,protein_coding,NA,GA,conserved hypotheticals
Rv0139,442.0597128,-1.398750249,0.178770117,-7.82429564,5.10507E-15,1.81973E-14,protein_coding,NA,GA,intermediary metabolism and respiration
Rv0140,1012.016113,1.377978678,0.188377167,7.314998422,2.57384E-13,8.33584E-13,protein_coding,NA,NE,conserved hypotheticals
Rv0141c,580.079852,0.504481494,0.150311748,3.35623464,0.000790115,0.001296242,protein_coding,NA,NE,conserved hypotheticals
Rv0142,581.64181,1.755132062,0.209070176,8.394942271,4.66123E-17,1.88094E-16,protein_coding,NA,NE,conserved hypotheticals
Rv0143c,713.8987866,-1.499486745,0.147205838,-10.18632659,2.28226E-24,1.32596E-23,protein_coding,NA,NE,cell wall and cell processes
Rv0144,3768.873379,3.017470837,0.214589883,14.0615708,6.54179E-45,7.95951E-44,protein_coding,NA,NE,regulatory proteins
Rv0145,6279.272445,0.74569405,0.176772818,4.218375087,2.46069E-05,4.69278E-05,protein_coding,NA,NE,lipid metabolism
Rv0146,2319.830309,-0.380949692,0.151147362,-2.52038597,0.011722621,0.016837335,protein_coding,NA,GA,lipid metabolism
Rv0147,3153.274148,1.56019864,0.118466807,13.16992224,1.30732E-39,1.37355E-38,protein_coding,NA,GA,intermediary metabolism and respiration
Rv0148,1664.039589,1.956934067,0.218241201,8.966840613,3.05141E-19,1.36478E-18,protein_coding,NA,GA,intermediary metabolism and respiration
Rv0149,1540.965046,1.69358682,0.152945409,11.07314587,1.69349E-28,1.17692E-27,protein_coding,NA,GA,intermediary metabolism and respiration
Rv0150c,12.3621304,0.795675086,0.534401775,1.488908015,0.136511593,0.16865923,protein_coding,NA,GA,conserved hypotheticals
Rv0151c,179.1970364,1.060084049,0.19536872,5.426068452,5.76089E-08,1.35493E-07,protein_coding,PE1,GA,PE/PPE
Rv0152c,112.0678203,1.03791459,0.234990244,4.416841192,1.00154E-05,1.98277E-05,protein_coding,PE2,GA,PE/PPE
Rv0153c,491.9760753,0.672792887,0.173717125,3.872922066,0.000107538,0.000194195,protein_coding,ptbB,NE,regulatory proteins
Rv0154c,804.497494,0.376733878,0.113228868,3.3271893,0.000877268,0.001430429,protein_coding,fadE2,NE,lipid metabolism
Rv0155,318.2445683,-5.666028146,0.692574533,-8.181109573,2.81242E-16,1.08774E-15,protein_coding,pntAa,NE,intermediary metabolism and respiration
Rv0156,196.7820912,-3.802123546,0.503552567,-7.550599074,4.33261E-14,1.45377E-13,protein_coding,pntAb,Uncertain,intermediary metabolism and respiration
Rv0157,1780.943403,-3.432698955,0.244993836,-14.01136866,1.3282E-44,1.60145E-43,protein_coding,pntB,NE,intermediary metabolism and respiration
Rv0157A,392.6423893,2.755333644,0.243639397,11.30906446,1.18345E-29,8.66058E-29,protein_coding,NA,NE,conserved hypotheticals
Rv0158,426.6119889,-1.187696272,0.193231315,-6.146499971,7.92113E-10,2.1295E-09,protein_coding,NA,GA,regulatory proteins
Rv0159c,105.9383268,-0.456812608,0.285332472,-1.600983599,0.109380552,0.136359498,protein_coding,PE3,GA,PE/PPE
Rv0160c,55.44501396,2.760110947,0.232585253,11.86709349,1.75458E-32,1.43632E-31,protein_coding,PE4,GA,PE/PPE
Rv0161,182.4319615,-1.030366749,0.296626884,-3.473612156,0.000513503,0.000861144,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0162c,122.2856841,-0.690528151,0.313919478,-2.19969833,0.027828305,0.038071328,protein_coding,adhE1,NE,intermediary metabolism and respiration
Rv0163,102.5774141,-0.491479517,0.265251378,-1.852882049,0.063899267,0.08261911,protein_coding,NA,NE,conserved hypotheticals
Rv0164,870.8950522,-0.736761515,0.173610666,-4.243757205,2.19808E-05,4.20599E-05,protein_coding,TB18.5,ES,conserved hypotheticals
Rv0165c,668.4435909,3.378390203,0.330834029,10.21173732,1.7569E-24,1.03122E-23,protein_coding,mce1R,NE,regulatory proteins
Rv0166,3945.531765,1.432578814,0.304455575,4.705378823,2.53395E-06,5.25837E-06,protein_coding,fadD5,NE,lipid metabolism
Rv0167,1956.702171,0.944714314,0.320516507,2.947474763,0.003203809,0.004925702,protein_coding,yrbE1A,NE,"virulence, detoxification, adaptation"
Rv0168,914.3160145,0.802596625,0.307344017,2.611394989,0.009017368,0.013130783,protein_coding,yrbE1B,NE,"virulence, detoxification, adaptation"
Rv0169,2401.395409,0.334169261,0.296449175,1.127239639,0.259641175,0.302839052,protein_coding,mce1A,NE,"virulence, detoxification, adaptation"
Rv0170,2082.674076,0.4730405,0.281119251,1.682704041,0.092432399,0.116752459,protein_coding,mce1B,NE,"virulence, detoxification, adaptation"
Rv0171,2863.448719,-0.131627276,0.254794026,-0.516602676,0.605433547,0.64974544,protein_coding,mce1C,NE,"virulence, detoxification, adaptation"
Rv0172,2798.583449,-0.115522735,0.225812929,-0.511586009,0.60894078,0.652809304,protein_coding,mce1D,NE,"virulence, detoxification, adaptation"
Rv0173,1537.526693,-0.264515103,0.236786408,-1.117104249,0.263949754,0.307506072,protein_coding,lprK,NE,cell wall and cell processes
Rv0174,5033.545881,-0.465906868,0.232681746,-2.002335276,0.045248684,0.059818522,protein_coding,mce1F,NE,"virulence, detoxification, adaptation"
Rv0175,2292.311745,-0.558442986,0.131787927,-4.237436623,2.26086E-05,4.32198E-05,protein_coding,NA,NE,cell wall and cell processes
Rv0176,873.9407358,-1.33578618,0.166997485,-7.998840091,1.25597E-15,4.63804E-15,protein_coding,NA,NE,cell wall and cell processes
Rv0177,1350.514034,-0.201515297,0.139655927,-1.442941238,0.149037025,0.182724414,protein_coding,NA,NE,conserved hypotheticals
Rv0178,1273.20124,-0.089330008,0.159934679,-0.558540579,0.576475303,0.622002867,protein_coding,NA,NE,cell wall and cell processes
Rv0179c,2020.665638,-0.868837825,0.136288478,-6.374991026,1.82974E-10,5.14718E-10,protein_coding,lprO,NE,cell wall and cell processes
Rv0180c,890.6533521,0.254096133,0.106438047,2.387267904,0.016974117,0.023899891,protein_coding,NA,NE,cell wall and cell processes
Rv0181c,716.9534685,0.2460459,0.223460142,1.101072871,0.270864943,0.315012309,protein_coding,NA,NE,conserved hypotheticals
Rv0182c,2086.026657,0.853371135,0.126823384,6.728815347,1.7105E-11,5.07571E-11,protein_coding,sigG,NE,information pathways
Rv0183,660.1514095,-2.346700525,0.247236207,-9.491734875,2.27221E-21,1.14124E-20,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0184,1405.055012,-1.827226747,0.217265745,-8.410100501,4.0966E-17,1.65978E-16,protein_coding,NA,NE,conserved hypotheticals
Rv0185,1113.522579,-0.966572424,0.267945661,-3.607344946,0.000309346,0.000531979,protein_coding,NA,NE,conserved hypotheticals
Rv0186,4119.845497,-0.555999663,0.137585806,-4.041112074,5.31983E-05,9.83162E-05,protein_coding,bglS,NE,intermediary metabolism and respiration
Rv0186A,1431.172234,2.971681586,0.162590958,18.27704089,1.26084E-74,3.29878E-73,protein_coding,mymT,NE,NA
Rv0187,303.1554429,-0.60165117,0.199935914,-3.00922009,0.002619193,0.004066963,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0188,5271.258338,4.878010966,0.128981817,37.81936918,0,0,protein_coding,NA,NE,cell wall and cell processes
Rv0189c,1199.355073,0.501688407,0.092096738,5.447406901,5.11095E-08,1.20632E-07,protein_coding,ilvD,ES,intermediary metabolism and respiration
Rv0190,954.8012256,1.577233104,0.20034609,7.872542477,3.47506E-15,1.24983E-14,protein_coding,NA,GA,conserved hypotheticals
Rv0191,529.1815325,-0.132521191,0.177959724,-0.744669565,0.456471502,0.505884669,protein_coding,NA,GA,cell wall and cell processes
Rv0192,772.4790342,-1.118452843,0.128334207,-8.715157616,2.90354E-18,1.24977E-17,protein_coding,NA,GA,conserved hypotheticals
Rv0193c,190.0635526,0.372992422,0.194697618,1.915752365,0.055396624,0.072255681,protein_coding,NA,GA,conserved hypotheticals
Rv0194,142.8117476,-0.044399676,0.233828293,-0.189881537,0.84940196,0.871834884,protein_coding,NA,GA,cell wall and cell processes
