gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_biotype,gene_name,Essentiality,Functional
Rv0133,810.8298555,0.37708789,0.094954917,3.971230791,7.15023E-05,0.001350111,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0134,953.9248126,0.210646809,0.085797533,2.455161605,0.014082127,0.085281018,protein_coding,ephF,NE,"virulence, detoxification, adaptation"
Rv0135c,670.3371158,-0.108748518,0.125673427,-0.865326277,0.386859732,0.62849006,protein_coding,NA,NE,regulatory proteins
Rv0136,531.5305068,-0.432864856,0.097154776,-4.455415112,8.3731E-06,0.00022801,protein_coding,cyp138,NE,intermediary metabolism and respiration
Rv0137c,425.196305,0.00306464,0.128887569,0.023777626,0.981029987,0.990931879,protein_coding,msrA,NE,intermediary metabolism and respiration
Rv0138,152.1417638,-0.068813406,0.146059637,-0.471132259,0.63754629,0.809418902,protein_coding,NA,GA,conserved hypotheticals
Rv0139,442.0597128,0.217089634,0.115821592,1.874345105,0.060882874,0.21877392,protein_coding,NA,GA,intermediary metabolism and respiration
Rv0140,1012.016113,0.680073433,0.170600479,3.986351256,6.70972E-05,0.001279,protein_coding,NA,NE,conserved hypotheticals
Rv0141c,580.079852,-0.334343521,0.131823626,-2.536294375,0.011203251,0.071869576,protein_coding,NA,NE,conserved hypotheticals
Rv0142,581.64181,0.023385342,0.197117955,0.118636283,0.905563518,0.958226477,protein_coding,NA,NE,conserved hypotheticals
Rv0143c,713.8987866,0.070006389,0.094314817,0.742262902,0.457928064,0.685540714,protein_coding,NA,NE,cell wall and cell processes
Rv0144,3768.873379,0.072763243,0.214321503,0.339505099,0.734229256,0.868277611,protein_coding,NA,NE,regulatory proteins
Rv0145,6279.272445,0.106608364,0.175283699,0.608204665,0.543051741,0.74693145,protein_coding,NA,NE,lipid metabolism
Rv0146,2319.830309,0.501015636,0.130478423,3.839835167,0.000123117,0.002141002,protein_coding,NA,GA,lipid metabolism
Rv0147,3153.274148,0.093013649,0.115304811,0.806676224,0.419853045,0.65486375,protein_coding,NA,GA,intermediary metabolism and respiration
Rv0148,1664.039589,-0.200300819,0.216463593,-0.9253326,0.354792926,0.600776685,protein_coding,NA,GA,intermediary metabolism and respiration
Rv0149,1540.965046,-0.053100613,0.149474035,-0.355249745,0.722402501,0.861365995,protein_coding,NA,GA,intermediary metabolism and respiration
Rv0150c,12.3621304,0.258299564,0.310018964,0.833173432,0.404746924,0.642682244,protein_coding,NA,GA,conserved hypotheticals
Rv0151c,179.1970364,-0.273896538,0.169479692,-1.616102407,0.106072174,0.310158446,protein_coding,PE1,GA,PE/PPE
Rv0152c,112.0678203,-0.116814022,0.200889499,-0.581483962,0.560914324,0.757281633,protein_coding,PE2,GA,PE/PPE
Rv0153c,491.9760753,-0.126070838,0.15758106,-0.800038009,0.423688776,0.657629379,protein_coding,ptbB,NE,regulatory proteins
Rv0154c,804.497494,-0.102251003,0.093433639,-1.09437034,0.273792587,0.524300923,protein_coding,fadE2,NE,lipid metabolism
Rv0155,318.2445683,-0.076515632,0.243311351,-0.314476211,0.753159382,0.877443832,protein_coding,pntAa,NE,intermediary metabolism and respiration
Rv0156,196.7820912,0.045256163,0.206997837,0.218631089,0.826937433,0.917672668,protein_coding,pntAb,Uncertain,intermediary metabolism and respiration
Rv0157,1780.943403,0.095888948,0.204432564,0.469049285,0.639034408,0.810339054,protein_coding,pntB,NE,intermediary metabolism and respiration
Rv0157A,392.6423893,-0.430702498,0.241472505,-1.783650268,0.074480512,0.245747116,protein_coding,NA,NE,conserved hypotheticals
Rv0158,426.6119889,0.196544922,0.112793377,1.742521831,0.081417175,0.260939112,protein_coding,NA,GA,regulatory proteins
Rv0159c,105.9383268,-0.587117426,0.192494293,-3.050051085,0.002288024,0.021299911,protein_coding,PE3,GA,PE/PPE
Rv0160c,55.44501396,-0.321693464,0.215907771,-1.489957781,0.136235337,0.357841243,protein_coding,PE4,GA,PE/PPE
Rv0161,182.4319615,-0.323412725,0.228897699,-1.412913829,0.157681062,0.38605339,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0162c,122.2856841,-0.105695503,0.221142734,-0.477951509,0.632684719,0.806599176,protein_coding,adhE1,NE,intermediary metabolism and respiration
Rv0163,102.5774141,-0.439655443,0.165558906,-2.655583157,0.007917141,0.055117071,protein_coding,NA,NE,conserved hypotheticals
Rv0164,870.8950522,-0.091745457,0.154948837,-0.592101619,0.553782543,0.752730567,protein_coding,TB18.5,ES,conserved hypotheticals
Rv0165c,668.4435909,-0.722490457,0.331121401,-2.181950347,0.029113197,0.138244519,protein_coding,mce1R,NE,regulatory proteins
Rv0166,3945.531765,-0.66131299,0.303934326,-2.175841733,0.029567097,0.139207765,protein_coding,fadD5,NE,lipid metabolism
Rv0167,1956.702171,-0.458620504,0.319316366,-1.436257432,0.150929102,0.376995757,protein_coding,yrbE1A,NE,"virulence, detoxification, adaptation"
Rv0168,914.3160145,-0.408205265,0.304603978,-1.340117971,0.180206994,0.418670109,protein_coding,yrbE1B,NE,"virulence, detoxification, adaptation"
Rv0169,2401.395409,-0.428701792,0.294929023,-1.453576146,0.146063854,0.372166953,protein_coding,mce1A,NE,"virulence, detoxification, adaptation"
Rv0170,2082.674076,-0.45732063,0.27947214,-1.636372876,0.101761572,0.300850498,protein_coding,mce1B,NE,"virulence, detoxification, adaptation"
Rv0171,2863.448719,-0.469993155,0.252665841,-1.860137298,0.062866103,0.223691566,protein_coding,mce1C,NE,"virulence, detoxification, adaptation"
Rv0172,2798.583449,-0.422986389,0.223497068,-1.892581374,0.058413563,0.213831594,protein_coding,mce1D,NE,"virulence, detoxification, adaptation"
Rv0173,1537.526693,-0.311839409,0.231971893,-1.344298247,0.178851962,0.416731319,protein_coding,lprK,NE,cell wall and cell processes
Rv0174,5033.545881,-0.231096888,0.230833881,-1.001139379,0.316759429,0.564805343,protein_coding,mce1F,NE,"virulence, detoxification, adaptation"
Rv0175,2292.311745,-0.125939535,0.123828552,-1.017047631,0.309130771,0.557035929,protein_coding,NA,NE,cell wall and cell processes
Rv0176,873.9407358,0.146631544,0.137769648,1.064324005,0.287181947,0.536147966,protein_coding,NA,NE,cell wall and cell processes
Rv0177,1350.514034,-0.084410613,0.129421955,-0.652212468,0.514264118,0.726087933,protein_coding,NA,NE,conserved hypotheticals
Rv0178,1273.20124,-0.141779915,0.150746685,-0.940517633,0.346952109,0.595838588,protein_coding,NA,NE,cell wall and cell processes
Rv0179c,2020.665638,0.034153744,0.117960225,0.289536106,0.772171154,0.88944382,protein_coding,lprO,NE,cell wall and cell processes
Rv0180c,890.6533521,0.099542925,0.07452832,1.335638914,0.181667324,0.421329258,protein_coding,NA,NE,cell wall and cell processes
Rv0181c,716.9534685,0.204700656,0.194752674,1.051080083,0.293221811,0.541405401,protein_coding,NA,NE,conserved hypotheticals
Rv0182c,2086.026657,0.305372982,0.111030017,2.750364175,0.005952906,0.044541093,protein_coding,sigG,NE,information pathways
Rv0183,660.1514095,-0.1550648,0.195570847,-0.792883002,0.427845992,0.661465614,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0184,1405.055012,0.359174171,0.144629579,2.483407432,0.013013215,0.080141385,protein_coding,NA,NE,conserved hypotheticals
Rv0185,1113.522579,0.34058593,0.221441957,1.538037029,0.124039561,0.340075727,protein_coding,NA,NE,conserved hypotheticals
Rv0186,4119.845497,0.322336678,0.124825206,2.582304406,0.009814298,0.065477722,protein_coding,bglS,NE,intermediary metabolism and respiration
Rv0186A,1431.172234,2.012738739,0.149120654,13.49738411,1.62028E-41,7.20663E-39,protein_coding,mymT,NE,NA
Rv0187,303.1554429,-0.064579667,0.134689999,-0.479468912,0.631605079,0.806342793,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0188,5271.258338,0.212842898,0.129698435,1.641059876,0.100784987,0.299067681,protein_coding,NA,NE,cell wall and cell processes
Rv0189c,1199.355073,0.141797744,0.078176295,1.8138202,0.069705412,0.237271057,protein_coding,ilvD,ES,intermediary metabolism and respiration
Rv0190,954.8012256,0.290827741,0.190367576,1.52771679,0.126582869,0.343533035,protein_coding,NA,GA,conserved hypotheticals
Rv0191,529.1815325,0.325524811,0.130286476,2.4985311,0.01247092,0.077517224,protein_coding,NA,GA,cell wall and cell processes
Rv0192,772.4790342,0.083066958,0.076421413,1.086959201,0.277054841,0.52636475,protein_coding,NA,GA,conserved hypotheticals
Rv0193c,190.0635526,-0.27211387,0.152146353,-1.788500776,0.073695251,0.244207026,protein_coding,NA,GA,conserved hypotheticals
Rv0194,142.8117476,-0.021795569,0.141502236,-0.154029858,0.877586193,0.944348798,protein_coding,NA,GA,cell wall and cell processes
Rv0195,46.47625229,0.612230207,0.413201611,1.481674298,0.138426979,0.360972528,protein_coding,NA,GA,regulatory proteins
Rv0196,612.6643908,-3.863258206,0.311875671,-12.38717401,3.06661E-35,1.11597E-32,protein_coding,NA,NE,regulatory proteins
Rv0197,2679.104552,-3.615924424,0.345557776,-10.46402273,1.26374E-25,2.6625E-23,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0198c,2165.058673,0.004848302,0.103551777,0.046820078,0.962656627,0.982788696,protein_coding,zmp1,NE,intermediary metabolism and respiration
Rv0199,204.2443054,-0.035394092,0.140832978,-0.25131963,0.801566999,0.904615929,protein_coding,NA,NE,cell wall and cell processes
